1.000000000000000222e+00,1.217961732348975257e-01,1.393695718264456873e-01,9.238397346832868950e-02,5.888139655228551150e-02
1.217961732348975257e-01,1.000000000000000222e+00,2.858280259347097951e-01,1.188750572573694375e-01,6.091261463389498892e-02
1.393695718264456873e-01,2.858280259347097951e-01,9.999999999999998890e-01,1.199967844799095518e-01,1.074011748101890845e-01
9.238397346832868950e-02,1.188750572573694375e-01,1.199967844799095518e-01,1.000000000000000888e+00,1.618994915285103531e-01
5.888139655228551150e-02,6.091261463389498892e-02,1.074011748101890845e-01,1.618994915285103531e-01,1.000000000000001110e+00
1.000000000000000000e+00,2.785108711741233201e-01,2.536984103115833000e-01,1.666795856199526915e-01,1.952964332189021657e-01
2.785108711741233201e-01,1.000000000000000666e+00,1.403272680596032718e-01,1.552971898796201566e-01,1.785559754250299891e-01
2.536984103115833000e-01,1.403272680596032718e-01,1.000000000000000222e+00,2.011049929443590734e-01,3.680113767096333532e-01
1.666795856199526915e-01,1.552971898796201566e-01,2.011049929443590734e-01,1.000000000000000000e+00,1.747429076795179448e-01
1.952964332189021657e-01,1.785559754250299891e-01,3.680113767096333532e-01,1.747429076795179448e-01,1.000000000000000222e+00
